Temp,do,ph,co,bod,year
29.8,5.7,7.2,189,2,2014
29.5,6.3,6.9,179,1.7,2014
29.7,5.8,6.9,64,3.8,2014
29.5,5.8,7.3,83,1.9,2014
30,5.5,7.4,81,1.5,2014
29.2,6.1,6.7,308,1.4,2014
29.6,6.4,6.7,414,1,2014
30,6.4,7.6,305,2.2,2014
30.1,6.3,7.6,77,2.3,2014
27.8,7.1,7.1,176,1.2,2014
27.9,6.7,6.4,93,1.4,2014
29.3,7.4,6.8,121,1.7,2014
29.2,6.9,7,620,1.1,2014
30,6,7.5,72,1.6,2014
29,7.3,7,247,1.5,2014
29.1,7.3,7,188,1,2014
28.7,7,6.9,224,1.2,2014
28.7,7.3,6.7,144,1.5,2014
29.5,5.3,6.8,319,1.8,2014
29,6.3,6.4,79,1.6,2014
29.4,5.4,7.6,39,1.4,2014
28.3,2.2,6.5,322,4.7,2014
30.1,5.2,7.1,192,2.6,2014
30.3,5.6,7.5,282,1.8,2014
30.5,5.5,7.4,275,1.5,2014
29.1,7.3,6.7,55,1.4,2014
30.1,6.5,7.5,415,2,2014
29.2,7.2,6.3,100,1.5,2014
25.1,6.6,7.8,95,4.9,2014
29.6,6.9,7.9,99,5,2014
27.4,6.8,7.7,85,5.2,2014
27.8,6.7,7.8,80,4.9,2014
30.6,5.1,7.3,3937,10.3,2014
25,5.6,7.9,468,3.6,2014
25,6.4,7.6,541,5.7,2014
25,5.5,7.4,6166,7.7,2014
25.3,5.3,7.7,24062,9.9,2014
25.1,6.7,7.6,83,4.8,2014
26.1,3.6,7.4,4424,31.3,2014
21.4,7.2,7.7,226,3.1,2014
27.4,5.9,7.4,268,6.4,2014
27.1,5.4,7.5,2413,7.4,2014
27.2,5.8,7.3,384,5.4,2014
27.3,5.9,7.4,269,5.1,2014
27,6,7.3,269,8.5,2014
27.2,6.1,7.3,196,6.1,2014
27,5.9,7.4,269,6.4,2014
22.6,6.3,7.8,223,4.6,2014
28.4,6.7,7.3,9293,3.5,2014
28,6.8,7.2,170,3.1,2014
27.6,6.8,7.3,4175,3.3,2014
27.9,6.9,7.3,4282,3.3,2014
28.1,6.9,7.3,5551,3.4,2014
27.1,6.8,7.9,5390,4.9,2014
27.6,6.6,8.1,161,4.6,2014
27.3,6.7,8,138,5,2014
27.8,6.7,7.8,81,4.9,2014
28,5.9,7.7,194,5.5,2014
28.1,6.3,7.6,186,4.6,2014
28.6,6.6,7.6,207,4.7,2014
26.9,6.8,7.7,85,5,2014
23,7.1,7.4,176,2.7,2014
23,7,7.4,178,2.7,2014
23,7.2,7.2,180,2.7,2014
25.1,6.7,7.5,85,1.4,2014
24.6,5.8,7.4,77,1.4,2014
25.7,6.6,7.5,75,1.4,2014
24.8,6.7,7.5,82,1.4,2014
27.3,6.7,6.9,56,0.9,2014
27.5,6.5,6.7,2240,1.2,2014
25.2,6.3,6.9,73,1.6,2014
29.9,7,7.4,130,0.7,2014
29.8,6.6,7.7,191,1.6,2014
27.8,6.9,6.9,134,1.1,2014
26.7,7,7.5,80,0.8,2014
25.8,6.7,7.4,14526,0.8,2014
26.4,7.2,7.4,82,0.7,2014
29.8,7.5,7.2,67,1.1,2014
28.6,3,6.6,965,1.7,2014
26.9,5.9,7.4,17990,0.7,2014
26,6.7,7.5,90,1.6,2014
23.6,6.1,7.4,4429,2,2014
30.3,6.7,6.9,87,1.7,2014
30.7,6.9,6.8,85,1.6,2014
28.7,2.1,6.8,101,1.6,2014
28.2,2.5,6.9,83,1.9,2014
24.8,7.2,7.6,75,1.4,2014
26.3,3.7,7.7,32005,1.2,2014
29.2,6.1,7.6,281,1.2,2014
26.6,6.7,7.6,106,0.5,2014
30.4,7.6,7.1,58,1.2,2014
25.5,1.9,7.7,2941,26.9,2014
25.1,7.4,7,35,0.1,2014
28.9,6.4,7.2,63,1.3,2014
28.8,5.4,6.7,65,1.1,2014
29.3,5.6,7.3,90,1.6,2014
29.5,7.1,8,728,1.2,2014
28.4,5.9,6.8,13953,1.5,2014
26.9,7.4,6.9,57,1.1,2014
25.8,7.2,7.2,41,0.7,2014
26.6,6.5,7.4,71,0.6,2014
25.3,6.8,7.1,81,0.8,2014
28.2,6.8,6.9,68,1.7,2014
28.5,6.6,7,70,1.4,2014
27.6,6.4,7.7,100,0.6,2014
29,7.3,6.9,96,1.9,2014
27.5,6.8,6.6,49,0.5,2014
30,5.6,7.2,24360,2.1,2014
27.8,6.9,6.8,59,0.6,2014
30.2,7.1,6.8,14410,1.8,2014
30.8,6.2,7.2,22757,1.5,2014
25.3,6.7,7.1,66,0.6,2014
25.3,7.2,7,59,0.6,2014
25.8,6,7.6,120,1.3,2014
27.2,5.2,6.8,55,0.6,2014
28.1,4.8,6.8,86,0.7,2014
28.3,3.9,6.9,62,0.5,2014
28.1,5,6.9,3185,1.8,2014
27.7,7,7,36,1.1,2014
28,6.3,6.9,64,1.2,2014
28.2,6.2,6.9,86,1.3,2014
28,5.7,6.8,2640,1.9,2014
28.1,5.7,6.9,53,3.1,2014
28.1,6.6,7.1,2007,1.3,2014
28.1,6.6,7,46,1.3,2014
27.3,6.5,6.5,43,0.9,2014
28.3,6.7,6.3,54,0.9,2014
29.1,4.3,7.2,113,1.8,2014
28.7,4.6,6.7,12561,1.5,2014
28.5,7.7,6.9,61,1.6,2014
26.6,5.8,6.5,61,1,2014
31,4.5,6.9,1614,2.1,2014
30.5,6.9,7.2,20950,1.3,2014
28.8,6.6,7,14487,0.9,2014
25.3,6.9,7.5,54,0.6,2014
25.9,5.5,7.6,569,1.3,2014
26.5,5.4,7.8,310,0.8,2014
18.9,7.1,7.8,516,0.7,2014
20.5,6.9,8,505,0.9,2014
27.1,7.3,7.3,109,2.4,2014
26.3,7.5,7.5,83,2.1,2014
29.1,6.4,7.2,102,1,2014
28.4,6.5,7.1,92,1,2014
24.7,7.7,7.9,232,1.3,2014
24.4,7.5,7.8,519,2.1,2014
22.7,7.3,7.2,103,0.7,2014
24.8,7.4,7.9,196,0.7,2014
24,7.4,7.8,244,1.9,2014
22.8,7.5,8,243,1.7,2014
26.8,7.2,8,296,1.5,2014
27.4,6.6,7.8,25034,1.5,2014
25.3,7.5,7.9,194,1,2014
27.1,7.4,7.9,170,0.8,2014
29,0,7.3,386,0,2014
25,5.9,7.9,21600,0,2014
25,6.5,7.3,21600,0,2014
25,6.5,7.7,26600,0,2014
32,6,7.1,13000,0,2014
29.3,6.5,7.4,1063,2,2014
22.8,6.8,6.6,63,2.9,2014
24.5,6.6,6.4,101,2.5,2014
25.5,6.6,6.5,136,2.5,2014
29,6.7,6.9,226,2.2,2014
23.8,6.7,6.3,72,2.7,2014
22.8,6.7,6.4,61,4.6,2014
29,6.6,7.2,1300,2.7,2014
29,6.7,7,461,2.5,2014
23,6.6,6.2,69,2.5,2014
29,6.8,6.9,241,2.5,2014
25.7,6.5,6.6,159,2.4,2014
25.7,6.6,6.7,170,2.5,2014
24.3,0.9,7.6,2039,104.5,2014
0,0,0,0,0,2014
22.7,5.8,7.2,640,6,2014
19,4.8,7.6,1090,22,2014
23,5.5,7.3,705,10,2014
24,5.1,7.4,1375,23.7,2014
24.7,5.5,7.4,745,10,2014
25,5,7.6,975,16.3,2014
22,4.9,7.7,1385,27.5,2014
24.3,5,7.3,1067,19.3,2014
23.3,5.3,7.2,970,13.3,2014
19.5,4.9,7.7,1418,21,2014
21.5,4.1,7.5,1015,23,2014
20,4.8,7.4,854,17,2014
0,0,8.2,0,19.8,2014
0,0,7.9,0,18.2,2014
32.6,4,6.8,370,3,2014
23.6,7.8,7.8,376,1.3,2014
23.9,7.7,7.7,354,1.3,2014
24.5,7.6,7.9,344,1.6,2014
0,0,7.2,0,88,2014
18.1,4.4,7.1,694,41,2014
25.1,5.9,8,401,0.9,2014
22.3,6,7.2,106,0.8,2014
23.7,5.6,7.9,326,1.1,2014
23.9,6.2,8.1,592,1,2014
25.5,7.2,7.5,119,2.3,2014
25.1,7.2,7.5,120,2.3,2014
25.2,7.5,7.3,82,1.8,2014
23.2,7.5,7.5,111,2.4,2014
20.1,5.3,3.3,831,7.7,2014
18.3,7.2,7.2,56,1.7,2014
19.3,7.5,7.2,66,1.6,2014
24,7.8,7,74,2.3,2014
20.5,6.7,2.7,1350,3.3,2014
21.2,7.3,6.6,274,2.5,2014
26.3,7.4,7.3,67,1.8,2014
25.5,7.2,7.4,82,2,2014
20,7.3,7.1,55,1.9,2014
20.3,7.3,7.1,57,2,2014
19.4,6.6,7.1,114,2.6,2014
21,7.3,5.6,56,1.8,2014
19.2,5.1,7,105,3.6,2014
18.3,7.3,7.1,51,1.6,2014
19.6,7.7,7.2,50,1.6,2014
23.7,7.6,7.3,115,2.1,2014
18.2,6.2,7,81,2.4,2014
18.8,7.2,7.1,66,1.9,2014
18.9,7.4,7.1,57,1.5,2014
25.1,7.5,7.4,144,1.7,2014
18.8,7.1,7.1,63,1.9,2014
20.2,7.3,7.2,65,1.9,2014
20,7.3,7.3,65,2,2014
18.5,1.5,6.9,345,33.9,2014
18.8,3.9,7.1,233,17,2014
18.3,1,7.2,376,57.2,2014
18.5,0.9,7.2,506,61.1,2014
18.2,7.2,7,66,1.9,2014
22.1,7.7,7.2,62,1.6,2014
17.6,7.3,6.9,61,2.2,2014
18.7,1.2,7.1,380,45.7,2014
18.7,3.2,7.1,258,23.5,2014
23.1,7.2,7.2,124,6.9,2014
22.6,7.2,7.1,65,2.1,2014
20,7.5,7.3,64,1.9,2014
19.9,7.6,7.3,65,1.9,2014
24.5,7.1,7.3,269,1.4,2014
24.4,7.2,7.3,275,1.5,2014
23.6,6.9,7.1,186,1.6,2014
23.5,6.8,7.1,201,1.4,2014
27.3,6.2,7.8,165,2.1,2014
29.1,6.4,7.8,158,4.1,2014
26.6,6.6,7.9,210,4.2,2014
0,0,0,208,0,2013
27.1,7.3,7.9,693,0.5,2013
27.3,5,7.6,1676,1.8,2013
0,0,0,506,0,2013
24.5,6,7.7,1863,8.6,2013
0,0,0,24300,0,2013
27.5,5.3,7.8,817,2.8,2013
28.3,4.3,7.8,2307,103.8,2013
28.4,4.5,8.3,1287,1.5,2013
0,0,0,0,0,2013
27.6,6.8,8.2,1862,2.5,2013
0,5,8,0,0.7,2013
0,3,7.7,0,0.4,2013
27,6.7,8.1,2520,7.2,2013
29,8.2,8.4,606,2.9,2013
0,0,0,0,0,2013
30,5.6,7.5,41,2,2013
30.4,5.5,6.7,209,0.8,2013
30.8,5.5,7.1,123,1.5,2013
30.3,5.3,7.3,182,1.5,2013
30.1,6,7.6,100,1.2,2013
29.9,5.7,6.9,111,1,2013
29.1,6.4,7.1,140,1.1,2013
29.9,6.2,7.8,44,2,2013
29.8,6.1,7.6,43,1.8,2013
27.9,7,6.9,64,1.1,2013
28.2,6.6,6.5,62,1,2013
29.6,7,6.8,304,2,2013
28.8,7,7,55,1.2,2013
29.5,6.3,7.6,213,1.5,2013
29.8,6.7,6.8,83,1.2,2013
29.7,7.1,6.6,76,1,2013
28.7,6.7,6.6,107,1.3,2013
27.9,7.2,6.7,89,0.9,2013
29.3,4.2,6.7,192,2,2013
28.6,6.3,6.6,79,1.6,2013
29.8,5.6,7.7,142,1.7,2013
28.6,2.8,6.4,424,3.2,2013
30.6,5.2,7.1,306,2.6,2013
30.3,5.6,7.7,40,1.5,2013
30.4,5.5,7.7,40,1.5,2013
29.6,6.9,6.7,63,0.9,2013
29.6,6.3,7.6,227,1.7,2013
29.5,7.1,6.6,68,1.1,2013
26.7,6.9,7.7,121,3.3,2013
29.3,7.2,8.2,112,3.3,2013
28,6.9,7.7,103,3.7,2013
28.2,6.9,7.6,104,3.5,2013
26.5,6.4,7.4,1003,4.3,2013
20.7,6.3,8.3,408,2.7,2013
27.2,6.7,7.8,105,3.6,2013
27.5,6.3,7.6,209,4.4,2013
26,5.9,7.6,13768,5,2013
26.5,7.3,7.7,86,3.2,2013
27,3.6,7.4,6487,30.5,2013
27.3,6.3,8.3,999,3.3,2013
28.7,7.2,7.7,125,3.3,2013
28.4,7.1,7.5,127,3.4,2013
28.7,7.1,7.4,5300,38,2013
28.7,7.2,7.6,127,3.2,2013
28.7,7,7.6,126,3.3,2013
28.7,7.2,7.6,126,3.4,2013
28.7,7.1,7.8,112,3.2,2013
29.3,6.8,7.7,9590,3.6,2013
28.3,6.8,7.4,174,3.7,2013
28.7,6.8,7.6,2572,3.3,2013
29.2,6.7,7.8,6030,4.4,2013
28.7,6.8,7.7,7207,3.9,2013
27.2,6.8,8.1,167,3.8,2013
27.2,6.8,8,173,3.5,2013
27.2,7,8,168,3.6,2013
28,6.9,7.9,131,3.5,2013
26.2,7,7.6,125,3.5,2013
26.2,7.2,7.5,132,3.3,2013
28.2,7.2,7.7,119,3.3,2013
24.5,6.9,7.5,159,2.8,2013
24.5,6.7,7.7,141,3.3,2013
24.5,7.3,7.7,132,2.9,2013
24,6.4,7.3,76,1.7,2013
24.9,6,7.1,85,1.7,2013
24.3,6.3,7.1,69,1.3,2013
24.8,6.5,7.3,76,1.6,2013
26.4,6.7,6.6,60,1.2,2013
27,7,6.6,3544,1.5,2013
26.6,6.7,7.3,51,0.8,2013
28.6,6.9,7.7,107,0.7,2013
28.8,6.7,7.9,173,0.9,2013
28,5.6,6.9,126,1.2,2013
27.4,7.3,7.4,70,0.8,2013
27.5,6.9,7.4,12754,0.8,2013
26.8,7.1,7.4,80,0.6,2013
30,7.2,6.9,62,1.3,2013
28.8,3.4,6.7,2965,2.3,2013
27.4,6.1,7.2,15871,0.9,2013
24.8,6.4,7.2,120,1.9,2013
23.6,6.2,7.2,7448,2,2013
29.8,6.6,6.9,77,1.6,2013
30.2,6.8,7,72,1.7,2013
28.2,2.9,6.7,305,2.2,2013
27.7,3,6.6,86,2,2013
23.9,6.7,7.1,79,1.6,2013
27.4,3.6,7.3,32790,2.6,2013
27.8,6.1,7.8,2905,1.3,2013
26.4,6.9,7.4,112,0.5,2013
29.6,7,6.9,51,1.1,2013
27,3.1,7.2,1416,13.2,2013
26.3,7,7.1,30,0.5,2013
30,6.1,7,59,1.8,2013
28,6,6.4,61,2.1,2013
30.1,6.3,7,105,2.8,2013
27.9,6.9,8.1,502,0.9,2013
27,5.9,6.7,14662,1.5,2013
26,7.8,6.8,49,1.4,2013
27.7,7.1,7.4,380,1,2013
27.1,7.3,7.2,67,0.9,2013
26.5,6.2,7.2,51,0.8,2013
28.5,7.2,6.8,69,1.2,2013
28.7,6.9,6.7,75,2.5,2013
25.7,6.3,7.4,113,0.6,2013
29.3,7.6,6.8,79,1.6,2013
27,7,7.2,57,0.6,2013
30.9,5.9,7,22576,1.5,2013
27.1,6.8,7.2,105,0.6,2013
30.3,6.3,6.7,2315,1.3,2013
30.4,6.4,6.9,18569,1,2013
26.2,6.6,7.3,45,0.6,2013
26.2,6.9,7.2,42,0.5,2013
25.1,6,7.3,92,1.7,2013
27.4,6.1,7.2,59,0.7,2013
28.1,4.5,6.9,1190,0.7,2013
28.3,4.2,7,69,0.6,2013
28.2,6,7,5569,2.2,2013
27.2,7.3,7,34,1,2013
27.4,6.3,7,44,1.6,2013
28.2,6.4,7.2,49,1.4,2013
27.9,5.9,7,3272,2.2,2013
27.3,4.6,7,65,1.7,2013
28.2,6.5,6.9,4650,2,2013
28.2,6.5,7,42,1.4,2013
26.7,6.4,6.4,45,1.2,2013
28,6,6.1,56,1.2,2013
29.7,5.3,6.8,99,2.8,2013
28.2,3.6,6.5,22131,1.8,2013
28.9,6.9,6.7,66,1.8,2013
26.4,6,6.6,67,1.5,2013
30,4.9,6.8,9107,1.6,2013
30.8,6.3,7,18931,1.4,2013
27.8,6.6,6.8,15525,1.1,2013
26.7,7.1,7.5,46,0.8,2013
27,6,7.3,432,1.2,2013
26.8,6.1,7.7,328,1.2,2013
19,5.8,7.8,707,0.6,2013
21.4,6.1,8,674,0.9,2013
27.1,7.3,7.3,164,2.3,2013
26.3,7.6,7.4,122,2.4,2013
28.3,6.5,7.1,95,1,2013
27.9,6.5,7.1,56,1,2013
23.4,7.5,7.8,237,1.4,2013
23.5,7.6,7.6,3688,2.3,2013
22.4,7.3,7.5,82,1.2,2013
26.8,7.5,8,202,1.4,2013
26.5,7.3,7.9,232,2.9,2013
22,7.4,7.9,246,2.3,2013
27.6,6.9,8.1,3960,2,2013
26.8,7,8,28222,1.8,2013
25.6,7.2,7.8,201,1.3,2013
26.5,7.3,8,221,1.2,2013
24,0,7.8,0,1,2013
28,8,7.7,401,0,2013
28,8,8.2,1886,4,2013
28,7,8.2,742,5,2013
27,7,6.4,149,4,2013
27.8,6.7,7.5,1088,1.7,2013
23.4,7.2,6.5,73,3.1,2013
25.4,6.7,6.3,98,3.3,2013
26.3,6.3,6.5,143,4,2013
29,6.6,6.9,260,5.4,2013
24.6,7.1,6.3,71,3.5,2013
23.5,6.9,6.3,65,3.5,2013
29,7.3,7.1,607,3.6,2013
27,6.1,7,446,5.2,2013
24,6.9,6.4,94,3.2,2013
28.7,6.8,6.8,451,9.4,2013
26.3,6,6.6,169,3.9,2013
25.7,6.5,6.7,187,3.3,2013
26.8,3.4,7.8,2577,164.9,2013
0,0,0,0,0,2013
23.3,5.5,7.2,636,9.7,2013
22.8,4.7,7.3,1088,23.8,2013
23.3,5.3,7.2,689,11.3,2013
21.8,4.9,7.3,1267,23.5,2013
24.3,5.3,7.4,852,13,2013
23.5,4.9,7.5,977,16.5,2013
24,4.4,7.4,1256,24.8,2013
23.5,4.8,7.2,1021,20.3,2013
23.3,5.1,7.3,971,14.8,2013
22.5,4.6,7.4,1284,24.3,2013
26,4,7.4,1096,26,2013
25.8,4.4,7.3,1002,21.5,2013
0,0,6.9,910,13,2013
0,0,6.5,930,15,2013
0,5,7.3,0,33.9,2013
0,0,6.7,960,18,2013
30.7,4.8,7.6,295,0.8,2013
20.3,7.1,7.5,293,1.3,2013
20.7,7.1,7.5,316,1.4,2013
20.8,6.6,7.5,274,1.6,2013
20.6,4.9,7.4,407,16.3,2013
28,4.9,8.3,603,1,2013
23.4,5.5,7.4,138,0.8,2013
25.3,5.5,8.1,625,1.1,2013
31.1,5,7.3,305,1.7,2013
26.3,5.6,8.1,552,1.1,2013
22,7.3,7.3,402,2.1,2013
24.4,7.2,7.3,99,2.2,2013
23.7,7.2,7.4,102,2.2,2013
24.6,7.6,7.2,72,1.8,2013
23.1,7.1,7.5,131,2.2,2013
21.7,5.2,2.9,682,7.8,2013
18.2,7.3,7.1,47,1.3,2013
18.8,7.6,7.2,52,1.2,2013
23.8,8,6.9,64,1.8,2013
17.8,7.9,7.3,46,1.4,2013
18.7,7.4,7.2,53,1.9,2013
18.8,7.7,7.2,55,1.6,2013
21.3,6.8,2.7,1074,3.2,2013
22.6,7.1,6.5,237,3.8,2013
25.2,7.8,7.2,50,1.6,2013
24.8,7.3,7.3,71,2,2013
19.9,7.3,7,91,1.8,2013
20.7,7.4,7.1,49,1.7,2013
20.6,6.5,7.1,99,2.7,2013
21.5,7.5,5.7,50,1.5,2013
17.7,5.8,6.9,68,3.1,2013
17.9,6.9,7.2,44,1.4,2013
23.9,7.8,7.3,93,1.9,2013
18,6.6,7,66,2.3,2013
18.4,7.6,7.1,53,1.7,2013
18.8,7.8,7,47,1.4,2013
24.8,7.7,7.4,128,1.6,2013
19.3,7.1,7,54,1.8,2013
20.6,7.4,7,69,1.6,2013
20.7,7.5,7.2,58,1.6,2013
18.4,3.1,7.2,401,21.8,2013
19.1,4.7,7.2,202,13.6,2013
19.7,2.1,7.2,303,37.2,2013
20.1,1.8,7.2,394,40.6,2013
17.6,7.2,6.9,55,1.7,2013
22.7,7.9,7.1,55,1.2,2013
17.9,6.9,6.9,52,2.2,2013
18.9,1.9,7,306,34.2,2013
19.4,4.5,7.1,196,15.5,2013
23.7,7.2,7.1,107,6.7,2013
22.7,7.5,7,82,2.1,2013
23.6,7.1,7.5,189,1.9,2013
23.8,7,7.6,197,1.8,2013
23.5,7.2,7.9,158,1.9,2013
23.5,6.5,7.8,161,1.8,2013
27.4,6.6,7.7,165,1.7,2013
21.9,6.7,7.8,167,4.8,2013
27.5,6.6,7.7,183,3.7,2013
31,7.1,7.8,151,8,2012
28,7.2,7.4,319,0.7,2012
27,6.2,8.4,894,9,2012
30,2.2,8,1835,17.9,2012
31,2,7.7,3165,32.3,2012
29,2.4,7.6,1500,6.2,2012
31,5.9,7.2,52,2.1,2012
30,6.1,6.8,408,1.3,2012
30,5.5,6.9,143,1.3,2012
29,5.4,7.2,60,1.5,2012
29,5.8,7.2,34,5.3,2012
29,5.9,6.7,125,1.5,2012
28,6.4,6.7,175,1.3,2012
30,6.2,7.7,39,1.3,2012
30,6.1,7.8,39,1.5,2012
27,7.3,6.9,61,0.7,2012
28,6.8,6.6,71,1.5,2012
29,7.4,6.5,129,2.3,2012
28,7,6.8,503,1.6,2012
29,6.3,7.5,31,1.6,2012
29,7.1,6.8,70,0.8,2012
30,7.3,6.8,69,1.2,2012
28,6.7,6.6,118,1,2012
28,7.4,6.8,80,1.3,2012
29,4.5,6.6,250,2.4,2012
28,6.1,6.9,74,1.8,2012
30,5.9,7.3,44,1.6,2012
30,2.4,6.5,195,4.8,2012
31,4,6.8,207,1.8,2012
29,5.4,7.6,40,1.6,2012
30,5.3,7.6,41,1.4,2012
29,7,6.9,54,0.8,2012
29,5.9,7.7,44,2.1,2012
29,7.1,6.5,60,1.7,2012
29,6.9,7.7,99,3.3,2012
30,6.6,7.9,123,3.2,2012
27,6.6,7.7,220,3.6,2012
27,6.8,7.7,219,3.4,2012
27,4.8,7.2,5429,8.4,2012
23,6.4,8,493,4.2,2012
29,6.8,7.6,100,3,2012
29,6.7,7.5,316,4.6,2012
28,5.8,7.9,37227,9.5,2012
29,6.9,7.7,84,3.1,2012
25,4.9,7.6,21254,55.5,2012
28,6.9,7.9,312,2.7,2012
29,6.8,7.5,146,3,2012
29,6.7,7.3,127,2.9,2012
29,5.6,6.9,432,4.5,2012
29,6.5,7.3,126,3,2012
30,7.1,7.5,128,3,2012
30,6.4,7.3,129,3.1,2012
29,6.9,7.7,129,2.9,2012
25,7,7.9,153,2.9,2012
30,6.4,7.6,10165,3.7,2012
30,6.9,7.7,307,2.8,2012
31,6.3,7.7,322,3.5,2012
30,6.5,7.5,5835,3.4,2012
30,6.3,7.4,9245,4.7,2012
28,6.5,8.1,1907,4,2012
28,7,8,1896,3.5,2012
28,7,8,206,2.9,2012
27,6.8,7.8,239,3.3,2012
27,6.4,7.6,152,3.2,2012
26,6.7,7.7,146,3,2012
27,6.7,7.6,137,2.9,2012
28,6.6,7.8,228,3.5,2012
23,7,7.7,409,2.4,2012
22,6.8,7.6,263,2.9,2012
23,6.9,7.5,338,2.3,2012
26,7,7.2,79,0.8,2012
26,6.6,7,67,1.1,2012
26,6.6,7.3,59,0.7,2012
26,6.2,7.3,66,0.8,2012
26,7.1,7,67,1,2012
26,7,6.7,5341,1.1,2012
29,6.7,7.3,89,1.1,2012
28,6.2,7.3,136,1,2012
28,7.1,8.1,212,0.9,2012
29,6.3,6.3,134,1.2,2012
26,7.3,7.2,76,0.6,2012
26,7,7.3,11041,0.9,2012
28,6.8,7.1,75,0.8,2012
29,7.4,7.2,61,0.7,2012
28,1.7,6.6,769,3.4,2012
26,6.1,7.5,14083,1.4,2012
26,6.6,7.2,92,0.8,2012
25,6.6,7.2,1348,0.8,2012
29,6,6.7,95,1.2,2012
29,6.6,6.8,78,1,2012
28,0.6,6.7,268,4.1,2012
27,1.8,6.6,82,2,2012
25,7.1,7.2,61,1,2012
26,3.9,7.6,30298,2.5,2012
27,6.6,8,310,1.1,2012
27,7,7.1,97,0.8,2012
29,7.3,7,51,0.7,2012
29,0.5,7.1,1717,21.2,2012
29,7,7.4,55,0.9,2012
29,6.1,6.8,67,1.1,2012
27,7,6.7,61,1.3,2012
30,5.2,6.9,81,1.5,2012
27,6.1,8,510,1.1,2012
27,6.5,6.9,12150,1.8,2012
25,7.9,7.2,50,1.1,2012
25,7.5,6.9,34,0.9,2012
26,7,7.4,72,1,2012
29,7.3,7.3,99,0.9,2012
27,7.5,6.9,125,1.6,2012
27,6.8,6.9,116,1.7,2012
27,5.8,7.3,107,0.9,2012
28,7.1,7.2,85,0.8,2012
26,6.8,7.1,58,0.7,2012
29,5.7,7.3,13197,1.5,2012
27,6.7,7.1,58,1.2,2012
28,7,6.9,3453,0.9,2012
29,6.5,7,14369,1.3,2012
28,6.6,7.3,70,1.4,2012
29,7,7.3,60,0.8,2012
26,6.3,7.2,97,0.8,2012
28,6,7,63,1.1,2012
28,4.4,7.1,113,1.5,2012
28,4.5,7.2,79,1,2012
28,5.1,6.9,1789,2.1,2012
27,7.5,7.2,36,1.1,2012
28,6.8,7,59,1.3,2012
28,6.8,6.9,114,1.4,2012
28,5.9,6.8,1108,2.2,2012
28,4.9,6.7,88,2.2,2012
28,6.8,6.9,1686,1.4,2012
28,7.1,6.9,45,1.2,2012
26,6.9,6.6,56,1.1,2012
28,6.5,6.3,49,1,2012
29,4.9,6.6,169,2.1,2012
28,4.2,6.5,19575,1.4,2012
28,6.9,7.1,63,0.9,2012
26,6.6,6.7,69,0.8,2012
29,4.5,6.6,6381,2.1,2012
29,6.2,7.2,9326,1.3,2012
27,6.6,7.1,15158,1.1,2012
29,6.3,7.3,74,1.2,2012
27,6,7.6,429,1.1,2012
27,6,7.8,308,1.1,2012
20,5.8,7.4,505,0.6,2012
24,6.1,7.5,465,0.5,2012
28,6.4,7.1,183,2.3,2012
27,7.1,7.4,135,1.9,2012
32,6.7,7.2,103,1,2012
30,6.8,7.1,106,1,2012
22,7.8,7.9,213,1.5,2012
22,7.7,8.1,312,2,2012
24,6.9,7.6,99,1.6,2012
27,7.3,8,230,1.6,2012
26,6.8,8.1,264,2.6,2012
25,7.2,8.1,272,3.1,2012
28,8,8.3,312,1.4,2012
29,8.2,8,19595,2,2012
26,7,8,199,1.8,2012
28,7.2,8.1,201,1.6,2012
31,6.8,7.8,505,2.1,2012
25,6.5,7.9,11170,3,2012
25,6.9,7.4,4990,3,2012
